Time stamp;;;Electrical load [MWh];;;;Water consumption [m3/h];;;Solar data [Wh/m2];;;Wind speed [10 magl] [m/s];;;Temperature at 2m [¡C];;
Month;Hour of the day;Hour of the year;Load A;Load B;Load A + random;Load B + random;Regime1 (m?/h);Regime2 (m?/h);Regime3 (m?/h); IDEAM ; MERRA2; ERA5 ; IDEAM ; MERRA2; ERA5 ; IDEAM ; MERRA2; ERA5 
2;19;835;5.6;4.9;5.6;4.9;0.0;112.0;126.9;49.1;27.8914;48.74;4.217;5.49;5.138; 26.80 ;25.14;28.553
2;20;836;5.4;4.8;5.4;4.8;0.0;112.0;140.6;0;0;0;3.433;5.32;4.991; 26.51 ;24.90;27.6
2;21;837;5.2;5.1;5.2;5.1;0.0;112.0;126.9;0;0;0;3.15;5.26;4.769; 26.22 ;24.77;26.928
2;22;838;5.1;5.0;5.2;5.0;0.0;112.0;99.3;0;0;0;2.775;5.16;4.524; 25.92 ;24.67;26.21
2;23;839;5.1;5.2;5.0;5.1;0.0;112.0;42.7;0;0;0;2.283;4.92;4.453; 25.63 ;24.52;25.617
2;24;840;4.9;5.2;4.8;5.2;0.0;112.0;18.4;0;0;0;1.267;4.58;4.283; 25.34 ;24.32;25.041
2;1;841;4.7;4.7;4.7;4.8;0.0;112.0;10.0;0;0;0;0.492;4.17;4.368; 25.05 ;24.06;24.835
2;2;842;4.7;4.4;4.7;4.4;0.0;112.0;2.5;0;0;0;1.033;3.87;4.078; 24.75 ;23.82;24.51
2;3;843;4.6;4.6;4.6;4.7;0.0;112.0;3.8;0;0;0;1.675;4.12;3.558; 24.46 ;24.18;24.219
2;4;844;4.5;5.2;4.6;5.2;0.0;112.0;7.5;0;0;0;1.233;4.76;3.56; 24.17 ;25.52;23.984
2;5;845;4.4;5.0;4.4;5.0;0.0;112.0;16.3;0;0;0;0.892;4.98;3.494; 23.88 ;26.93;23.827
2;6;846;4.4;5.4;4.5;5.3;0.0;112.0;42.7;0;0;0;0.992;4.88;3.615; 23.58 ;28.24;23.579
2;7;847;4.5;5.6;4.6;5.7;0.0;112.0;113.1;0;0;0;0.9;4.73;3.893; 23.29 ;29.29;23.515
2;8;848;4.6;5.5;4.6;5.4;0.0;112.0;191.7;27;64.2462;24.52;1.983;4.55;3.961; 23.00 ;30.01;23.706
2;9;849;4.5;5.2;4.4;5.1;298.8;112.0;72.6;196.2;282.0843;159.31;3.2;4.49;5.124; 24.05 ;30.49;24.999
2;10;850;4.4;5.2;4.4;5.3;298.8;112.0;84.2;406.5;511.1616;347.28;4.292;4.62;5.463; 25.10 ;30.67;26.784
2;11;851;4.6;5.1;4.5;5.1;298.8;112.0;70.4;603.7;711.0781;464.05;4.025;4.91;5.407; 26.15 ;30.56;28.494
2;12;852;4.7;5.0;4.7;4.9;298.8;112.0;226.2;593.7;855.5605;612.93;5.192;5.4;5.121; 27.20 ;30.11;30.102
2;13;853;4.6;5.1;4.7;5.1;298.8;112.0;324.2;574.7;922.5464;629.66;6.175;5.94;4.89; 28.25 ;29.19;30.928
2;14;854;4.5;5.2;4.5;5.2;298.8;112.0;451.1;854;915.8414;660.09;6.7;6;4.991; 29.30 ;27.74;31.355
2;15;855;4.7;5.0;4.6;5.0;298.8;112.0;256.1;789.9;814.4037;575.31;5.85;5.79;5.305; 28.82 ;26.58;31.082
2;16;856;4.8;5.1;4.8;5.2;298.8;112.0;58.9;628.8;679.8057;508.75;5.817;5.63;5.762; 28.34 ;25.97;30.82
2;17;857;4.8;5.3;4.7;5.4;298.8;112.0;99.3;307.4;469.2309;379.77;6.3;5.24;6.226; 27.86 ;25.52;30.237
2;18;858;5.4;5.1;5.4;5.1;0.0;112.0;103.4;231.3;229.5588;201.65;5.908;4.79;6.259; 27.38 ;25.12;29.192
2;19;859;5.6;4.9;5.5;4.8;0.0;112.0;126.9;50.1;29.8284;48.74;5.425;4.38;5.682; 26.90 ;24.76;27.91
2;20;860;5.4;4.8;5.4;4.8;0.0;112.0;140.6;0;0;0;4.8;4.3;5.388; 26.59 ;24.49;26.996
2;21;861;5.2;5.1;5.3;5.0;0.0;112.0;126.9;0;0;0;4.675;4.33;5.095; 26.28 ;24.26;26.419
2;22;862;5.1;5.0;5.1;5.1;0.0;112.0;99.3;0;0;0;3.592;4.39;4.868; 25.98 ;24.04;25.954
2;23;863;5.1;5.2;5.1;5.2;0.0;112.0;42.7;0;0;0;2.783;4.56;4.61; 25.67 ;23.98;25.491
2;24;864;4.9;5.2;4.8;5.1;0.0;112.0;18.4;0;0;0;1.942;4.65;4.433; 25.36 ;23.91;25.006
2;1;865;4.7;4.7;4.7;4.6;0.0;112.0;10.0;0;0;0;1.475;4.7;4.203; 25.05 ;23.82;24.574
2;2;866;4.7;4.4;4.7;4.4;0.0;112.0;2.5;0;0;0;1.383;4.81;4.158; 24.75 ;23.82;24.367
2;3;867;4.6;4.6;4.6;4.6;0.0;112.0;3.8;0;0;0;1.283;5.27;3.867; 24.44 ;24.25;24.27
2;4;868;4.5;5.2;4.5;5.2;0.0;112.0;7.5;0;0;0;2.183;6.11;3.963; 24.13 ;25.61;24.145
2;5;869;4.4;5.0;4.5;4.9;0.0;112.0;16.3;0;0;0;2.142;6.73;4.089; 23.82 ;27.19;24.12
2;6;870;4.4;5.4;4.4;5.5;0.0;112.0;42.7;0;0;0;1.817;6.68;4.335; 23.52 ;28.67;24.067
2;7;871;4.5;5.6;4.5;5.6;0.0;112.0;113.1;0;0;0;1.967;6.28;4.592; 23.21 ;29.94;24.116
2;8;872;4.6;5.5;4.5;5.5;0.0;112.0;191.7;25;58.0352;25.11;2.175;5.92;4.531; 22.90 ;30.84;24.302
2;9;873;4.5;5.2;4.6;5.1;298.8;112.0;72.6;170.2;262.4897;171.91;4.133;5.79;5.866; 24.60 ;31.40;25.496
2;10;874;4.4;5.2;4.4;5.2;298.8;112.0;84.2;326.4;515.4822;364.8;4.575;5.7;6.764; 26.30 ;31.67;27.385
2;11;875;4.6;5.1;4.6;5.2;298.8;112.0;70.4;661.8;714.8894;479.02;5.042;5.7;7.092; 28.00 ;31.64;29.229
2;12;876;4.7;5.0;4.8;5.0;298.8;112.0;226.2;785.9;863.6074;636.06;5.833;5.85;6.884; 29.70 ;31.24;31.038
2;13;877;4.6;5.1;4.5;5.1;298.8;112.0;324.2;656.8;931.3367;582.99;5.95;6.07;6.54; 31.40 ;30.46;31.964
2;14;878;4.5;5.2;4.5;5.2;298.8;112.0;451.1;837;919.9916;641.28;5.917;6.07;6.531; 33.10 ;29.23;32.79
2;15;879;4.7;5.0;4.6;4.9;298.8;112.0;256.1;784.9;833.0386;490.93;5.917;6.07;5.965; 32.44 ;28.05;32.158
2;16;880;4.8;5.1;4.8;5.2;298.8;112.0;58.9;635.8;670.1946;505.01;5.725;5.84;5.874; 31.78 ;27.10;32.267
2;17;881;4.8;5.3;4.7;5.2;298.8;112.0;99.3;292.4;462.6674;391.19;4.975;5.48;5.74; 31.12 ;26.38;31.882
2;18;882;5.4;5.1;5.3;5.1;0.0;112.0;103.4;223.3;219.7756;218.59;3.683;5.22;5.606; 30.46 ;25.87;30.935
2;19;883;5.6;4.9;5.5;4.9;0.0;112.0;126.9;46.1;27.4231;49.72;3.408;5.36;5.308; 29.80 ;25.62;29.587
2;20;884;5.4;4.8;5.5;4.8;0.0;112.0;140.6;0;0;0;3.125;4.98;5.386; 29.55 ;25.46;28.47
2;21;885;5.2;5.1;5.3;5.0;0.0;112.0;126.9;0;0;0;2.842;4.53;5.385; 29.31 ;25.27;27.696
2;22;886;5.1;5.0;5.1;5.0;0.0;112.0;99.3;0;0;0;2.975;4.37;5.089; 29.06 ;25.15;26.942
2;23;887;5.1;5.2;5.0;5.1;0.0;112.0;42.7;0;0;0;3.042;4.28;4.62; 28.82 ;25.03;26.358
2;24;888;4.9;5.2;4.8;5.2;0.0;112.0;18.4;0;0;0;3.175;4.31;4.277; 28.57 ;24.95;25.941
2;1;889;4.7;4.7;4.7;4.6;0.0;112.0;10.0;0;0;0;2.658;4.22;3.905; 28.32 ;24.89;25.629
2;2;890;4.7;4.4;4.7;4.5;0.0;112.0;2.5;0;0;0;2.925;4.02;3.655; 28.08 ;24.78;25.447
2;3;891;4.6;4.6;4.5;4.6;0.0;112.0;3.8;0;0;0;3.042;4.22;3.817; 27.83 ;25.02;25.536
2;4;892;4.5;5.2;4.4;5.1;0.0;112.0;7.5;0;0;0;3.7;5.01;3.742; 27.58 ;26.22;25.377
2;5;893;4.4;5.0;4.4;4.9;0.0;112.0;16.3;0;0;0;3.375;5.01;3.735; 27.34 ;27.83;25.239
2;6;894;4.4;5.4;4.4;5.3;0.0;112.0;42.7;0;0;0;2.792;4.23;3.819; 27.09 ;29.38;25.13
2;7;895;4.5;5.6;4.5;5.6;0.0;112.0;113.1;0;0;0;2.492;3.88;3.816; 26.85 ;30.89;25.178
2;8;896;4.6;5.5;4.6;5.4;0.0;112.0;191.7;25;49.1887;17.33;3.075;3.87;4.429; 26.60 ;31.99;25.342
2;9;897;4.5;5.2;4.5;5.2;298.8;112.0;72.6;51.1;231.8375;129.97;3.842;4.17;5.889; 27.10 ;32.60;26.416
2;10;898;4.4;5.2;4.4;5.3;298.8;112.0;84.2;165.2;448.3197;320.99;3.9;4.74;6.027; 27.60 ;32.73;28.261
2;11;899;4.6;5.1;4.5;5.1;298.8;112.0;70.4;565.7;640.243;448.89;4.233;5.38;5.367; 28.10 ;32.35;30.155
2;12;900;4.7;5.0;4.6;5.0;298.8;112.0;226.2;746.9;856.4062;518.11;4.708;5.9;4.656; 28.60 ;31.63;31.603
2;13;901;4.6;5.1;4.7;5.1;298.8;112.0;324.2;632.8;925.7201;723.1;5.5;6.26;4.315; 29.10 ;30.51;32.977
2;14;902;4.5;5.2;4.5;5.2;298.8;112.0;451.1;821;908.9763;672.3;5.867;6.11;4.37; 29.60 ;29.06;33.352
2;15;903;4.7;5.0;4.6;4.9;298.8;112.0;256.1;761.9;802.3898;608;5.783;5.5;4.74; 29.28 ;27.89;32.806
2;16;904;4.8;5.1;4.8;5.2;298.8;112.0;58.9;601.7;607.2877;556.11;5.492;5.19;4.75; 28.96 ;27.21;32.387
2;17;905;4.8;5.3;4.8;5.4;298.8;112.0;99.3;309.4;385.4447;369.72;5.675;5.38;5.096; 28.64 ;26.66;31.419
2;18;906;5.4;5.1;5.5;5.0;0.0;112.0;103.4;211.3;181.558;181.96;4.7;5.44;5.076; 28.32 ;26.14;29.888
2;19;907;5.6;4.9;5.6;4.9;0.0;112.0;126.9;41;22.102;45.1;2.608;5.32;4.216; 28.00 ;25.73;29.081
2;20;908;5.4;4.8;5.4;4.7;0.0;112.0;140.6;0;0;0;2.533;5.37;3.714; 27.74 ;25.44;28.589
2;21;909;5.2;5.1;5.2;5.1;0.0;112.0;126.9;0;0;0;2.558;5.1;3.982; 27.48 ;25.20;28.395
2;22;910;5.1;5.0;5.2;5.0;0.0;112.0;99.3;0;0;0;2.325;4.67;4.282; 27.22 ;24.98;27.867
2;23;911;5.1;5.2;5.0;5.1;0.0;112.0;42.7;0;0;0;3.033;4.37;4.401; 26.95 ;24.79;27.495
2;24;912;4.9;5.2;4.9;5.2;0.0;112.0;18.4;0;0;0;2.883;4.45;4.205; 26.69 ;24.69;26.974
2;1;913;4.7;4.7;4.7;4.7;0.0;112.0;10.0;0;0;0;2.158;4.43;4.007; 26.43 ;24.64;26.383
2;2;914;4.7;4.4;4.7;4.5;0.0;112.0;2.5;0;0;0;1.808;4.35;3.948; 26.17 ;24.61;25.858
2;3;915;4.6;4.6;4.6;4.6;0.0;112.0;3.8;0;0;0;1.408;4.54;3.699; 25.91 ;24.88;25.749
2;4;916;4.5;5.2;4.5;5.2;0.0;112.0;7.5;0;0;0;1.2;5.16;3.621; 25.65 ;26.07;25.414
2;5;917;4.4;5.0;4.5;5.0;0.0;112.0;16.3;0;0;0;1.992;5.26;3.711; 25.38 ;27.62;25.226
2;6;918;4.4;5.4;4.3;5.4;0.0;112.0;42.7;0;0;0;1.892;4.8;3.823; 25.12 ;29.20;24.948
2;7;919;4.5;5.6;4.6;5.7;0.0;112.0;113.1;0;0;0;2.067;4.51;3.758; 24.86 ;30.48;24.811
2;8;920;4.6;5.5;4.7;5.5;0.0;112.0;191.7;21;50.9243;24.62;3.492;4.6;3.569; 24.60 ;31.48;25.002
2;9;921;4.5;5.2;4.5;5.2;298.8;112.0;72.6;99.1;235.5869;160.99;3.933;4.93;5.139; 25.52 ;32.13;26.347
2;10;922;4.4;5.2;4.4;5.2;298.8;112.0;84.2;268.3;466.212;352.89;4.325;5.33;5.458; 26.43 ;32.45;28.421
2;11;923;4.6;5.1;4.6;5.1;298.8;112.0;70.4;609.7;705.6787;480.3;4.45;5.7;4.889; 27.35 ;32.32;30.311
2;12;924;4.7;5.0;4.6;4.9;298.8;112.0;226.2;744.9;823.4704;677.71;4.392;5.94;4.555; 28.27 ;31.83;32.093
2;13;925;4.6;5.1;4.6;5.0;298.8;112.0;324.2;646.8;894.632;749.1;4.625;5.99;4.614; 29.18 ;30.94;33.107
2;14;926;4.5;5.2;4.5;5.2;298.8;112.0;451.1;814;886.7059;742.6;5.533;5.66;5.273; 30.10 ;29.63;33.619
2;15;927;4.7;5.0;4.7;5.1;298.8;112.0;256.1;769.9;824.9438;677.42;6.192;5.45;6.176; 29.96 ;28.45;33.386
2;16;928;4.8;5.1;4.8;5.1;298.8;112.0;58.9;608.7;664.527;560.84;5.908;5.52;6.493; 29.82 ;27.53;32.919
2;17;929;4.8;5.3;4.8;5.2;298.8;112.0;99.3;339.4;453.225;404.68;6.158;5.35;6.36; 29.68 ;26.69;32.363
2;18;930;5.4;5.1;5.4;5.1;0.0;112.0;103.4;227.3;217.1763;216.12;4.008;5.25;6.019; 29.54 ;26.06;31.545
2;19;931;5.6;4.9;5.6;4.8;0.0;112.0;126.9;47.1;28.113;50.81;2.625;5.58;5.502; 29.40 ;25.64;30.331
2;20;932;5.4;4.8;5.4;4.8;0.0;112.0;140.6;0;0;0;1.925;5.45;5.769; 29.18 ;25.30;29.203
2;21;933;5.2;5.1;5.2;5.1;0.0;112.0;126.9;0;0;0;1.492;5.37;5.964; 28.95 ;25.13;28.228
2;22;934;5.1;5.0;5.1;5.0;0.0;112.0;99.3;0;0;0;3.167;5.17;5.945; 28.73 ;25.02;27.36
2;23;935;5.1;5.2;5.0;5.1;0.0;112.0;42.7;0;0;0;3.942;4.97;5.697; 28.51 ;24.94;26.679
2;24;936;4.9;5.2;4.9;5.3;0.0;112.0;18.4;0;0;0;3.25;4.82;5.403; 28.28 ;24.86;26.17
2;1;937;4.7;4.7;4.8;4.6;0.0;112.0;10.0;0;0;0;3.017;4.65;5.048; 28.06 ;24.80;25.767
2;2;938;4.7;4.4;4.7;4.3;0.0;112.0;2.5;0;0;0;4.292;4.56;4.603; 27.84 ;24.78;25.465
2;3;939;4.6;4.6;4.5;4.7;0.0;112.0;3.8;0;0;0;4.458;4.94;4.243; 27.62 ;25.02;25.39
2;4;940;4.5;5.2;4.6;5.3;0.0;112.0;7.5;0;0;0;2.6;6.12;4.233; 27.39 ;26.09;25.259
2;5;941;4.4;5.0;4.5;5.0;0.0;112.0;16.3;0;0;0;2.758;6.49;4.264; 27.17 ;27.55;25.198
2;6;942;4.4;5.4;4.3;5.4;0.0;112.0;42.7;0;0;0;1.792;6.12;4.07; 26.95 ;29.10;25.253
2;7;943;4.5;5.6;4.5;5.6;0.0;112.0;113.1;0;0;0;1.667;5.61;4.403; 26.72 ;30.46;25.244
2;8;944;4.6;5.5;4.5;5.4;0.0;112.0;191.7;11;49.9612;21.07;2.333;5.48;4.624; 26.50 ;31.52;25.229
2;9;945;4.5;5.2;4.5;5.1;298.8;112.0;72.6;89.1;224.9005;114.31;3.475;5.52;5.715; 27.05 ;32.22;26.271
2;10;946;4.4;5.2;4.4;5.3;298.8;112.0;84.2;143.2;444.6497;287.02;3.875;5.66;6.347; 27.60 ;32.54;27.926
2;11;947;4.6;5.1;4.7;5.0;298.8;112.0;70.4;155.2;669.9427;340.48;4.1;5.93;5.859; 28.15 ;32.48;29.188
2;12;948;4.7;5.0;4.6;5.1;298.8;112.0;226.2;315.4;848.2791;462.38;4.958;6.2;5.665; 28.70 ;32.01;30.716
2;13;949;4.6;5.1;4.6;5.0;298.8;112.0;324.2;455.5;921.0301;618.64;4.775;6.36;5.517; 29.25 ;31.09;32.239
2;14;950;4.5;5.2;4.5;5.1;298.8;112.0;451.1;713.9;911.5194;636.06;4.683;6.33;5.336; 29.80 ;29.66;33.038
2;15;951;4.7;5.0;4.8;5.1;298.8;112.0;256.1;779.9;824.031;592.94;4.842;6.37;5.057; 30.24 ;28.34;33.06
2;16;952;4.8;5.1;4.9;5.0;298.8;112.0;58.9;590.7;667.2035;470.75;4.208;6.29;5.095; 30.68 ;27.31;32.721
2;17;953;4.8;5.3;4.8;5.4;298.8;112.0;99.3;346.4;454.9182;319.71;3.742;5.96;5.473; 31.12 ;26.52;31.998
2;18;954;5.4;5.1;5.4;5.1;0.0;112.0;103.4;211.3;217.7743;192.1;4.425;5.49;5.724; 31.56 ;26.00;31.309
2;19;955;5.6;4.9;5.7;4.9;0.0;112.0;126.9;42.1;27.6441;37.32;2.467;5.35;5.376; 32.00 ;25.61;30.269
2;20;956;5.4;4.8;5.4;4.7;0.0;112.0;140.6;0;0;0;1.617;5.56;5.579; 31.60 ;25.36;29.251
2;21;957;5.2;5.1;5.2;5.1;0.0;112.0;126.9;0;0;0;1.517;5.51;5.776; 31.20 ;25.18;28.238
2;22;958;5.1;5.0;5.2;4.9;0.0;112.0;99.3;0;0;0;1.733;5.34;5.544; 30.80 ;25.04;27.304
2;23;959;5.1;5.2;5.0;5.1;0.0;112.0;42.7;0;0;0;1.517;5.37;5.058; 30.40 ;24.98;26.638
2;24;960;4.9;5.2;4.9;5.2;0.0;112.0;18.4;0;0;0;1.867;5.53;4.822; 30.00 ;24.94;26.254
2;1;961;4.7;4.7;4.7;4.8;0.0;112.0;10.0;0;0;0;1.308;5.67;4.909; 29.60 ;24.94;25.89
2;2;962;4.7;4.4;4.8;4.5;0.0;112.0;2.5;0;0;0;1.242;5.69;4.832; 29.20 ;24.95;25.667
2;3;963;4.6;4.6;4.5;4.7;0.0;112.0;3.8;0;0;0;1.708;5.9;4.585; 28.80 ;25.23;25.712
2;4;964;4.5;5.2;4.5;5.2;0.0;112.0;7.5;0;0;0;3.508;6.63;4.814; 28.40 ;26.36;25.586
2;5;965;4.4;5.0;4.3;5.0;0.0;112.0;16.3;0;0;0;3.075;6.49;4.927; 28.00 ;27.92;25.437
2;6;966;4.4;5.4;4.4;5.4;0.0;112.0;42.7;0;0;0;3.325;5.7;5.006; 27.60 ;29.50;25.303
2;7;967;4.5;5.6;4.5;5.6;0.0;112.0;113.1;0;0;0;3.058;5.23;5.052; 27.20 ;30.81;25.231
2;8;968;4.6;5.5;4.6;5.5;0.0;112.0;191.7;11;56.4903;18.71;3.55;5.32;4.988; 26.80 ;31.83;25.385
2;9;969;4.5;5.2;4.5;5.2;298.8;112.0;72.6;61.1;262.8772;146.12;4.675;5.7;6.944; 28.03 ;32.44;26.634
2;10;970;4.4;5.2;4.4;5.2;298.8;112.0;84.2;205.2;516.775;257.08;4.883;6.18;7.014; 29.27 ;32.58;28.116
2;11;971;4.6;5.1;4.6;5.1;298.8;112.0;70.4;376.5;721.0087;348.06;5;6.72;6.586; 30.50 ;32.31;29.622
2;12;972;4.7;5.0;4.7;5.0;298.8;112.0;226.2;741.9;855.4695;541.93;5.433;7.27;6.493; 31.73 ;31.62;31.418
2;13;973;4.6;5.1;4.7;5.0;298.8;112.0;324.2;646.8;924.2166;641.38;4.942;7.69;6.448; 32.97 ;30.57;32.807
2;14;974;4.5;5.2;4.5;5.1;298.8;112.0;451.1;824;912.6596;639.21;4.183;7.46;6.309; 34.20 ;29.06;33.406
2;15;975;4.7;5.0;4.7;4.9;298.8;112.0;256.1;749.9;816.7245;532.38;3.95;6.69;5.382; 33.76 ;27.72;32.629
2;16;976;4.8;5.1;4.9;5.0;298.8;112.0;58.9;589.7;654.7756;520.67;5.742;6.05;5.595; 33.32 ;26.85;32.556
2;17;977;4.8;5.3;4.7;5.4;298.8;112.0;99.3;355.4;439.2075;364.7;4.358;5.54;6.091; 32.88 ;26.28;31.906
2;18;978;5.4;5.1;5.5;5.1;0.0;112.0;103.4;225.3;211.4003;169.45;3.55;5.22;6.284; 32.44 ;25.87;31.005
2;19;979;5.6;4.9;5.6;4.9;0.0;112.0;126.9;46.1;27.9261;34.86;3.008;5.44;5.869; 32.00 ;25.63;29.871
2;20;980;5.4;4.8;5.3;4.8;0.0;112.0;140.6;0;0;0;2.308;6;6.053; 31.54 ;25.50;28.772
2;21;981;5.2;5.1;5.1;5.2;0.0;112.0;126.9;0;0;0;1.467;6.32;5.908; 31.08 ;25.39;27.782
2;22;982;5.1;5.0;5.0;5.1;0.0;112.0;99.3;0;0;0;1.25;6.39;5.103; 30.62 ;25.25;27.062
2;23;983;5.1;5.2;5.1;5.2;0.0;112.0;42.7;0;0;0;1.4;6.24;4.601; 30.15 ;25.12;26.534
2;24;984;4.9;5.2;4.9;5.3;0.0;112.0;18.4;0;0;0;1.258;6.24;4.439; 29.69 ;25.00;26.065
2;1;985;4.7;4.7;4.7;4.7;0.0;112.0;10.0;0;0;0;0.692;6.49;4.283; 29.23 ;24.95;25.696
2;2;986;4.7;4.4;4.7;4.5;0.0;112.0;2.5;0;0;0;1.058;6.38;4.281; 28.77 ;24.89;25.394
2;3;987;4.6;4.6;4.5;4.5;0.0;112.0;3.8;0;0;0;1.267;6.47;4.235; 28.31 ;25.10;25.314
2;4;988;4.5;5.2;4.6;5.2;0.0;112.0;7.5;0;0;0;1.392;7.45;4.636; 27.85 ;26.08;25.203
2;5;989;4.4;5.0;4.3;4.9;0.0;112.0;16.3;0;0;0;1.725;7.9;4.879; 27.38 ;27.50;25.102
2;6;990;4.4;5.4;4.4;5.5;0.0;112.0;42.7;0;0;0;2.217;7.62;5.101; 26.92 ;28.94;25.13
2;7;991;4.5;5.6;4.6;5.6;0.0;112.0;113.1;0;0;0;3.717;7.09;5.39; 26.46 ;30.13;25.073
2;8;992;4.6;5.5;4.7;5.4;0.0;112.0;191.7;18;51.6955;21.66;5.042;6.63;5.589; 26.00 ;31.00;25.29
2;9;993;4.5;5.2;4.4;5.2;298.8;112.0;72.6;141.2;230.586;127.61;5.867;6.48;7.468; 27.20 ;31.58;26.25
2;10;994;4.4;5.2;4.3;5.3;298.8;112.0;84.2;287.3;496.2611;300.6;5.925;6.51;8.194; 28.40 ;31.80;27.804
2;11;995;4.6;5.1;4.7;5.2;298.8;112.0;70.4;381.5;732.8789;464.35;5;6.64;8.057; 29.60 ;31.66;29.54
2;12;996;4.7;5.0;4.8;5.1;298.8;112.0;226.2;741.9;875.675;548.83;6.62;6.81;7.822; 30.80 ;31.18;30.835
2;13;997;4.6;5.1;4.7;5.1;298.8;112.0;324.2;658.8;947.7131;689.23;6.442;6.95;7.398; 32.00 ;30.27;31.967
2;14;998;4.5;5.2;4.5;5.1;298.8;112.0;451.1;869;939.6729;718.77;7.258;6.71;6.83; 33.20 ;28.80;32.674
2;15;999;4.7;5.0;4.8;5.0;298.8;112.0;256.1;799;845.4407;708.34;6.35;6.14;6.552; 32.28 ;27.46;32.752
2;16;1000;4.8;5.1;4.7;5.1;298.8;112.0;58.9;634.8;687.8667;553.16;5.542;5.54;6.582; 31.36 ;26.59;32.5
2;17;1001;4.8;5.3;4.8;5.4;298.8;112.0;99.3;350.4;474.9742;424.47;5.217;4.77;6.771; 30.44 ;25.92;32.154
2;18;1002;5.4;5.1;5.4;5.0;0.0;112.0;103.4;247.3;232.6603;233.45;4.817;4.03;6.879; 29.52 ;25.29;31.228
2;19;1003;5.6;4.9;5.5;5.0;0.0;112.0;126.9;57.1;31.6484;53.37;4.625;3.85;6.169; 28.60 ;24.81;29.685
2;20;1004;5.4;4.8;5.4;4.7;0.0;112.0;140.6;0;0;0;4.133;4.28;5.693; 28.34 ;24.68;28.24
2;21;1005;5.2;5.1;5.2;5.0;0.0;112.0;126.9;0;0;0;3.875;4.92;5.056; 28.08 ;24.64;27.169
2;22;1006;5.1;5.0;5.1;5.1;0.0;112.0;99.3;0;0;0;2.883;5.08;4.139; 27.82 ;24.52;26.401
2;23;1007;5.1;5.2;5.1;5.1;0.0;112.0;42.7;0;0;0;2.142;5.12;3.767; 27.55 ;24.33;25.807
2;24;1008;4.9;5.2;4.8;5.1;0.0;112.0;18.4;0;0;0;1.625;5.28;3.661; 27.29 ;24.32;25.348
2;1;1009;4.7;4.7;4.6;4.7;0.0;112.0;10.0;0;0;0;1.633;5.42;3.828; 27.03 ;24.25;24.944
2;2;1010;4.7;4.4;4.6;4.5;0.0;112.0;2.5;0;0;0;2.608;5.46;4.139; 26.77 ;24.19;24.592
2;3;1011;4.6;4.6;4.6;4.6;0.0;112.0;3.8;0;0;0;2.475;5.73;4.162; 26.51 ;24.46;24.445
2;4;1012;4.5;5.2;4.5;5.1;0.0;112.0;7.5;0;0;0;2.95;6.57;4.286; 26.25 ;25.64;24.321
2;5;1013;4.4;5.0;4.5;5.0;0.0;112.0;16.3;0;0;0;3.108;7.29;4.459; 25.98 ;27.12;24.31
2;6;1014;4.4;5.4;4.3;5.5;0.0;112.0;42.7;0;0;0;3.425;7.36;4.515; 25.72 ;28.44;24.314
2;7;1015;4.5;5.6;4.6;5.7;0.0;112.0;113.1;0;0.0001;0;3.042;7.04;4.386; 25.46 ;29.45;24.306
2;8;1016;4.6;5.5;4.6;5.6;0.0;112.0;191.7;26;61.0516;21.56;3.042;6.66;4.42; 25.20 ;30.19;24.436
2;9;1017;4.5;5.2;4.5;5.2;298.8;112.0;72.6;128.2;261.1427;127.31;5.517;6.52;6.339; 26.60 ;30.78;25.498
2;10;1018;4.4;5.2;4.3;5.2;298.8;112.0;84.2;226.3;504.6067;322.46;5.667;6.56;7.46; 28.00 ;30.96;26.969
2;11;1019;4.6;5.1;4.6;5.1;298.8;112.0;70.4;303.4;716.5884;496.94;5;6.62;7.441; 29.40 ;30.87;28.564
2;12;1020;4.7;5.0;4.8;5.0;298.8;112.0;226.2;741.9;821.837;549.32;6.34;6.74;7.304; 30.80 ;30.46;29.798
2;13;1021;4.6;5.1;4.6;5.1;298.8;112.0;324.2;673.8;878.0791;685.69;5.725;7.04;7.301; 32.20 ;29.70;31.132
2;14;1022;4.5;5.2;4.4;5.2;298.8;112.0;451.1;667.8;909.3288;696.72;5.608;7.24;7.199; 33.60 ;28.55;31.904
2;15;1023;4.7;5.0;4.6;5.0;298.8;112.0;256.1;582.7;767.6855;610.86;5.917;7.3;6.783; 33.12 ;27.44;32.002
2;16;1024;4.8;5.1;4.8;5.2;298.8;112.0;58.9;622.7;617.5273;570.69;5.375;7.34;7.106; 32.64 ;26.62;31.811
2;17;1025;4.8;5.3;4.8;5.3;298.8;112.0;99.3;345.4;416.3438;385.08;5.392;7.19;7.295; 32.16 ;26.01;31.137
2;18;1026;5.4;5.1;5.4;5.1;0.0;112.0;103.4;233.3;199.492;219.47;5.158;7.13;7.175; 31.68 ;25.57;30.241
2;19;1027;5.6;4.9;5.5;4.8;0.0;112.0;126.9;49.1;25.6721;52.68;4.725;6.88;6.32; 31.20 ;25.36;28.964
2;20;1028;5.4;4.8;5.5;4.9;0.0;112.0;140.6;0;0;0;4.083;6.8;6.154; 30.82 ;25.23;27.777
2;21;1029;5.2;5.1;5.3;5.1;0.0;112.0;126.9;0;0;0;4.367;6.7;5.771; 30.43 ;25.10;26.811
2;22;1030;5.1;5.0;5.2;5.1;0.0;112.0;99.3;0;0;0;4.008;6.6;5.128; 30.05 ;24.99;26.126
