Time stamp;;;Electrical load [MWh];;;;Water consumption [m3/h];;;Solar data [Wh/m2];;;Wind speed [10 magl] [m/s];;;Temperature at 2m [¡C];;
Month;Hour of the day;Hour of the year;Load A;Load B;Load A + random;Load B + random;Regime1 (m?/h);Regime2 (m?/h);Regime3 (m?/h); IDEAM ; MERRA2; ERA5 ; IDEAM ; MERRA2; ERA5 ; IDEAM ; MERRA2; ERA5 
6;1;4201;4.7;8.3;4.6;8.3;0.0;106.7;9.6;0;0;0;4.358;5.41;5.004; 29.98 ;25.71;27.061
6;2;4202;5.0;8.0;4.9;8.0;0.0;106.7;2.4;0;0;0;4.125;5.43;4.993; 29.72 ;25.66;26.783
6;3;4203;5.2;8.3;5.2;8.3;0.0;106.7;3.6;0;0;0;3.65;5.76;5.251; 29.47 ;26.05;26.859
6;4;4204;5.5;8.3;5.6;8.4;0.0;106.7;7.2;0;0;0;2.583;6.08;5.481; 29.22 ;26.85;26.652
6;5;4205;5.4;8.3;5.3;8.4;0.0;106.7;15.5;0;0;0;4.417;6.57;5.54; 28.96 ;27.97;26.493
6;6;4206;5.1;8.6;5.1;8.5;0.0;106.7;40.7;0;0;0;4.608;6.69;5.597; 28.71 ;29.08;26.341
6;7;4207;5.4;8.9;5.3;9.0;0.0;106.7;107.7;6.9;6.6579;7.38;4.175;6.57;5.456; 28.45 ;29.97;26.373
6;8;4208;5.2;9.0;5.2;9.0;0.0;106.7;182.5;84.8;90.4786;108.31;4.167;6.39;5.411; 28.20 ;30.61;26.913
6;9;4209;4.8;8.8;4.8;8.8;284.5;106.7;69.1;236.7;211.1091;272.74;4.817;6.19;7.481; 29.28 ;30.95;27.999
6;10;4210;4.8;9.0;4.7;9.1;284.5;106.7;80.2;508.9;359.6436;392.27;5.525;6.06;7.72; 30.37 ;31.07;29.031
6;11;4211;4.7;9.0;4.7;9.0;284.5;106.7;67.0;675.5;493.2399;566.75;6.067;6.03;7.369; 31.45 ;30.90;30.145
6;12;4212;5.1;8.7;5.2;8.8;284.5;106.7;215.4;807.7;619.6737;616.86;5.983;6.04;7.441; 32.53 ;30.42;31.028
6;13;4213;5.1;9.0;5.1;9.0;284.5;106.7;308.7;825.4;700.2032;635.37;5.983;5.98;7.013; 33.62 ;29.73;31.406
6;14;4214;5.0;9.2;4.9;9.2;284.5;106.7;429.5;880.7;704.6592;730.78;5.675;5.85;6.512; 34.70 ;28.81;32.091
6;15;4215;4.9;9.4;4.8;9.3;284.5;106.7;243.9;855;669.4651;674.17;5.492;5.63;5.9; 34.16 ;27.88;32.606
6;16;4216;4.8;9.2;4.8;9.2;284.5;106.7;56.0;730.8;541.1813;515.35;5.383;5.46;5.232; 33.62 ;27.35;32.232
6;17;4217;4.6;9.2;4.6;9.2;284.5;106.7;94.5;534.5;352.6713;384.79;4.95;5.16;5.244; 33.08 ;26.98;31.377
6;18;4218;4.8;9.3;4.9;9.2;0.0;106.7;98.4;348.1;182.1764;225.67;3.933;4.86;4.598; 32.54 ;26.71;30.752
6;19;4219;5.1;9.5;5.0;9.6;0.0;106.7;120.8;126.2;55.2208;63.61;3.767;4.85;4.9; 32.00 ;26.55;29.719
6;20;4220;4.9;9.8;4.9;9.7;0.0;106.7;133.9;4.9;0.8584;1.77;3.133;4.95;4.79; 31.76 ;26.40;28.827
6;21;4221;4.9;10.0;4.9;9.9;0.0;106.7;120.8;0;0;0;2.942;5.04;5.473; 31.52 ;26.27;27.98
6;22;4222;4.7;10.3;4.6;10.4;0.0;106.7;94.5;0;0;0;3.45;5.42;4.253; 31.28 ;26.16;26.838
6;23;4223;4.6;10.1;4.6;10.1;0.0;106.7;40.7;0;0;0;3.7;5.79;4.041; 31.05 ;26.05;26.583
6;24;4224;4.8;10.4;4.8;10.4;0.0;106.7;17.5;0;0;0;4.333;5.8;4.408; 30.81 ;25.95;25.989
6;1;4225;4.7;8.3;4.7;8.3;0.0;106.7;9.6;0;0;0;4.1;5.53;4.178; 30.57 ;25.86;25.214
6;2;4226;5.0;8.0;4.9;8.0;0.0;106.7;2.4;0;0;0;4.583;5.21;4.284; 30.33 ;25.79;25.203
6;3;4227;5.2;8.3;5.2;8.2;0.0;106.7;3.6;0;0;0;5.142;5.05;4.251; 30.09 ;26.00;25.144
6;4;4228;5.5;8.3;5.4;8.3;0.0;106.7;7.2;0;0;0;5.258;5.32;4.4; 29.85 ;26.54;24.915
6;5;4229;5.4;8.3;5.4;8.4;0.0;106.7;15.5;0;0;0;4.792;5.97;4.297; 29.62 ;27.34;25.095
6;6;4230;5.1;8.6;5.2;8.6;0.0;106.7;40.7;0;0;0;4.033;6.4;4.644; 29.38 ;28.08;25.149
6;7;4231;5.4;8.9;5.3;8.9;0.0;106.7;107.7;11.8;3.139;5.71;3.792;6.35;4.671; 29.14 ;28.68;25.131
6;8;4232;5.2;9.0;5.2;9.0;0.0;106.7;182.5;112.4;46.4634;81.62;4.858;6.13;4.744; 28.90 ;29.13;25.734
6;9;4233;4.8;8.8;4.9;8.8;284.5;106.7;69.1;234.7;123.9692;205.69;5.817;5.81;5.844; 29.57 ;29.42;26.887
6;10;4234;4.8;9.0;4.8;8.9;284.5;106.7;80.2;374.8;210.4727;318.33;5.342;5.49;6.442; 30.23 ;29.58;27.983
6;11;4235;4.7;9.0;4.8;9.0;284.5;106.7;67.0;417.2;282.1104;466.71;5.258;5.32;6.057; 30.90 ;29.57;29.318
6;12;4236;5.1;8.7;5.1;8.8;284.5;106.7;215.4;374.8;339.9522;524.31;5.467;5.22;5.755; 31.57 ;29.30;30.381
6;13;4237;5.1;9.0;5.2;9.0;284.5;106.7;308.7;587.8;374.9283;538.59;5.625;5.39;5.847; 32.23 ;28.71;30.73
6;14;4238;5.0;9.2;5.0;9.1;284.5;106.7;429.5;773.2;378.5347;480.89;5.833;5.79;6.205; 32.90 ;27.88;28.489
6;15;4239;4.9;9.4;5.0;9.3;284.5;106.7;243.9;772.2;351.3953;439.04;4.583;5.9;6.029; 32.72 ;27.04;30.649
6;16;4240;4.8;9.2;4.7;9.1;284.5;106.7;56.0;542.4;286.4726;357.02;4.758;5.93;5.27; 32.54 ;26.49;30.399
6;17;4241;4.6;9.2;4.6;9.1;284.5;106.7;94.5;435.9;198.2925;223.51;4.683;5.71;4.078; 32.36 ;26.10;30.245
6;18;4242;4.8;9.3;4.8;9.3;0.0;106.7;98.4;256.4;112.1972;148.87;3.692;5.64;3.928; 32.18 ;25.86;29.874
6;19;4243;5.1;9.5;5.1;9.6;0.0;106.7;120.8;61.1;39.0237;39.29;2.392;5.75;3.951; 32.00 ;25.69;28.762
6;20;4244;4.9;9.8;4.9;9.8;0.0;106.7;133.9;0;0.5979;1.38;4.017;6.11;4.128; 31.73 ;25.54;28.036
6;21;4245;4.9;10.0;4.9;10.1;0.0;106.7;120.8;0;0;0;4.25;6.65;3.797; 31.46 ;25.39;25.88
6;22;4246;4.7;10.3;4.6;10.3;0.0;106.7;94.5;0;0;0;4.017;6.78;2.951; 31.19 ;25.27;25.21
6;23;4247;4.6;10.1;4.6;10.0;0.0;106.7;40.7;0;0;0;5.2;6.9;2.607; 30.92 ;25.28;25.33
6;24;4248;4.8;10.4;4.8;10.4;0.0;106.7;17.5;0;0;0;5.692;6.79;3.071; 30.65 ;25.24;25.392
6;1;4249;4.7;8.3;4.8;8.3;0.0;106.7;9.6;0;0;0;4.667;6.73;3.866; 30.38 ;25.21;25.352
6;2;4250;5.0;8.0;4.9;8.0;0.0;106.7;2.4;0;0;0;4.583;6.53;3.912; 30.12 ;25.25;25.331
6;3;4251;5.2;8.3;5.2;8.3;0.0;106.7;3.6;0;0;0;4.425;6.6;4.006; 29.85 ;25.72;25.158
6;4;4252;5.5;8.3;5.5;8.3;0.0;106.7;7.2;0;0;0;4.242;6.93;4.116; 29.58 ;26.54;24.954
6;5;4253;5.4;8.3;5.3;8.3;0.0;106.7;15.5;0;0;0;4.433;7.47;4.078; 29.31 ;27.54;24.909
6;6;4254;5.1;8.6;5.2;8.6;0.0;106.7;40.7;0;0;0;3.717;7.76;4.094; 29.04 ;28.44;24.818
6;7;4255;5.4;8.9;5.4;8.9;0.0;106.7;107.7;9.9;7.2072;7.09;3.983;7.63;4.394; 28.77 ;29.21;24.925
6;8;4256;5.2;9.0;5.1;9.1;0.0;106.7;182.5;73;89.0215;94.52;5.833;7.22;4.712; 28.50 ;29.86;25.673
6;9;4257;4.8;8.8;4.9;8.9;284.5;106.7;69.1;212;197.9217;259.64;5.508;6.59;6.485; 29.58 ;30.32;27.01
6;10;4258;4.8;9.0;4.7;9.1;284.5;106.7;80.2;394.5;304.0857;424.57;6.275;6.16;7.167; 30.67 ;30.50;28.483
6;11;4259;4.7;9.0;4.7;9.0;284.5;106.7;67.0;635.1;408.777;560.74;5.717;5.95;7.164; 31.75 ;30.43;29.593
6;12;4260;5.1;8.7;5.2;8.8;284.5;106.7;215.4;622.3;508.9863;584.47;6.242;5.81;6.802; 32.83 ;30.11;30.212
6;13;4261;5.1;9.0;5.2;9.1;284.5;106.7;308.7;558.2;572.9193;662.16;6.617;5.63;6.466; 33.92 ;29.59;30.959
6;14;4262;5.0;9.2;4.9;9.1;284.5;106.7;429.5;891.5;581.249;641.09;6.675;5.39;6.218; 35.00 ;28.86;31.389
6;15;4263;4.9;9.4;4.9;9.3;284.5;106.7;243.9;725.8;500.1156;606.82;5.642;5.01;5.975; 34.34 ;28.14;31.956
6;16;4264;4.8;9.2;4.9;9.2;284.5;106.7;56.0;441.8;381.5639;491.33;5.567;4.73;5.503; 33.68 ;27.62;31.92
6;17;4265;4.6;9.2;4.5;9.2;284.5;106.7;94.5;430;254.7879;327.09;4.433;4.63;4.849; 33.02 ;27.23;31.192
6;18;4266;4.8;9.3;4.9;9.2;0.0;106.7;98.4;233.7;140.6488;191.02;4.017;4.47;4.058; 32.36 ;26.86;30.514
6;19;4267;5.1;9.5;5.0;9.5;0.0;106.7;120.8;68;44.5028;67.35;3.125;4.32;3.675; 31.70 ;26.52;29.656
6;20;4268;4.9;9.8;4.8;9.8;0.0;106.7;133.9;0;0.7079;1.77;2.8;4.28;3.602; 31.45 ;26.20;28.904
6;21;4269;4.9;10.0;5.0;10.1;0.0;106.7;120.8;0;0;0;3.025;4.28;4.244; 31.19 ;25.94;28.431
6;22;4270;4.7;10.3;4.7;10.3;0.0;106.7;94.5;0;0;0;2.9;4.37;4.69; 30.94 ;25.75;27.94
6;23;4271;4.6;10.1;4.6;10.2;0.0;106.7;40.7;0;0;0;2.775;4.88;4.669; 30.68 ;25.64;27.542
6;24;4272;4.8;10.4;4.8;10.4;0.0;106.7;17.5;0;0;0;2.233;5.16;4.501; 30.43 ;25.55;27.179
6;1;4273;4.7;8.3;4.8;8.3;0.0;106.7;9.6;0;0;0;1.758;5.3;4.198; 30.18 ;25.52;26.856
6;2;4274;5.0;8.0;4.9;7.9;0.0;106.7;2.4;0;0;0;2.392;5.3;4.257; 29.92 ;25.48;26.693
6;3;4275;5.2;8.3;5.1;8.3;0.0;106.7;3.6;0;0;0;3.2;5.39;4.681; 29.67 ;25.89;26.808
6;4;4276;5.5;8.3;5.5;8.4;0.0;106.7;7.2;0;0;0;3.692;5.43;4.932; 29.42 ;26.71;26.552
6;5;4277;5.4;8.3;5.3;8.3;0.0;106.7;15.5;0;0;0;3.833;5.86;5.225; 29.16 ;28.02;26.383
6;6;4278;5.1;8.6;5.2;8.6;0.0;106.7;40.7;0;0;0;3.567;5.93;5.372; 28.91 ;29.29;26.241
6;7;4279;5.4;8.9;5.3;9.0;0.0;106.7;107.7;12.8;6.4925;7.48;5.008;5.9;5.506; 28.65 ;30.32;26.173
6;8;4280;5.2;9.0;5.3;9.1;0.0;106.7;182.5;130.2;81.9053;109.88;5.908;6.06;5.652; 28.40 ;31.01;26.878
6;9;4281;4.8;8.8;4.9;8.9;284.5;106.7;69.1;335.3;203.12;286.52;6.033;6.36;7.313; 29.65 ;31.39;28.229
6;10;4282;4.8;9.0;4.8;9.1;284.5;106.7;80.2;579.9;346.8259;450.46;6.308;6.75;7.056; 30.90 ;31.40;29.551
6;11;4283;4.7;9.0;4.7;8.9;284.5;106.7;67.0;707.1;511.0652;621;5.85;7.12;7.003; 32.15 ;31.09;30.883
6;12;4284;5.1;8.7;5.1;8.7;284.5;106.7;215.4;875.7;678.1824;714.64;6.325;7.28;6.628; 33.40 ;30.48;31.897
6;13;4285;5.1;9.0;5.2;9.0;284.5;106.7;308.7;929;777.2609;765.54;6.158;7.11;6.468; 34.65 ;29.70;32.68
6;14;4286;5.0;9.2;5.1;9.2;284.5;106.7;429.5;891.5;800.057;741.91;5.925;6.56;6.104; 35.90 ;28.81;33.062
6;15;4287;4.9;9.4;4.8;9.4;284.5;106.7;243.9;860;722.2739;657.82;5.642;5.82;6.132; 35.10 ;28.07;33.346
6;16;4288;4.8;9.2;4.8;9.3;284.5;106.7;56.0;719.9;559.6022;563.2;4.708;5.33;5.983; 34.30 ;27.61;33.116
6;17;4289;4.6;9.2;4.5;9.2;284.5;106.7;94.5;523.7;342.5687;403.79;4.792;5.08;5.008; 33.50 ;27.28;32.338
6;18;4290;4.8;9.3;4.8;9.3;0.0;106.7;98.4;349.1;177.3001;195.94;3.808;5.01;4.434; 32.70 ;27.02;31.447
6;19;4291;5.1;9.5;5.0;9.5;0.0;106.7;120.8;142;52.1567;64.79;3.667;4.84;4.798; 31.90 ;26.78;30.399
6;20;4292;4.9;9.8;4.9;9.8;0.0;106.7;133.9;6.9;0.6759;1.87;2.95;4.56;5.294; 31.59 ;26.52;29.588
6;21;4293;4.9;10.0;5.0;9.9;0.0;106.7;120.8;0;0;0;3.008;4.51;5.226; 31.28 ;26.31;28.877
6;22;4294;4.7;10.3;4.7;10.3;0.0;106.7;94.5;0;0;0;3.342;4.72;4.755; 30.98 ;26.15;28.296
6;23;4295;4.6;10.1;4.6;10.0;0.0;106.7;40.7;0;0;0;2.95;5.11;4.38; 30.67 ;26.00;27.86
6;24;4296;4.8;10.4;4.7;10.3;0.0;106.7;17.5;0;0;0;2.458;5.08;4.451; 30.36 ;25.85;27.573
6;1;4297;4.7;8.3;4.7;8.3;0.0;106.7;9.6;0;0;0;2.158;4.97;3.998; 30.05 ;25.72;27.259
6;2;4298;5.0;8.0;5.0;7.9;0.0;106.7;2.4;0;0;0;1.467;4.9;3.939; 29.75 ;25.66;26.965
6;3;4299;5.2;8.3;5.2;8.4;0.0;106.7;3.6;0;0;0;1.733;5.21;3.832; 29.44 ;26.05;26.925
6;4;4300;5.5;8.3;5.5;8.3;0.0;106.7;7.2;0;0;0;2.742;5.79;4.173; 29.13 ;26.84;26.702
6;5;4301;5.4;8.3;5.4;8.2;0.0;106.7;15.5;0;0;0;4.075;6.37;4.72; 28.82 ;28.03;26.664
6;6;4302;5.1;8.6;5.2;8.6;0.0;106.7;40.7;0;0;0;4.025;6.36;4.857; 28.52 ;29.15;26.515
6;7;4303;5.4;8.9;5.3;9.0;0.0;106.7;107.7;7.9;5.658;6.89;4.375;6.09;5.037; 28.21 ;30.02;26.433
6;8;4304;5.2;9.0;5.2;9.1;0.0;106.7;182.5;76.9;78.7695;108.6;5.217;5.85;5.477; 27.90 ;30.66;27.113
6;9;4305;4.8;8.8;4.9;8.9;284.5;106.7;69.1;242.6;198.5751;293.71;5.075;5.75;6.799; 29.35 ;31.11;28.539
6;10;4306;4.8;9.0;4.7;8.9;284.5;106.7;80.2;555.2;341.6474;419.55;5.392;5.71;6.522; 30.80 ;31.35;29.786
6;11;4307;4.7;9.0;4.8;9.0;284.5;106.7;67.0;706.1;472.7059;570.19;5.342;5.73;6.027; 32.25 ;31.37;31.13
6;12;4308;5.1;8.7;5.1;8.8;284.5;106.7;215.4;894.5;568.1245;628.88;4.733;5.82;5.552; 33.70 ;31.14;32.195
6;13;4309;5.1;9.0;5.1;8.9;284.5;106.7;308.7;886.6;615.8042;619.42;4.883;5.7;5.134; 35.15 ;30.56;32.949
6;14;4310;5.0;9.2;4.9;9.1;284.5;106.7;429.5;902.4;600.6118;700.06;3.867;5.52;4.752; 36.60 ;29.62;33.655
6;15;4311;4.9;9.4;5.0;9.4;284.5;106.7;243.9;751.5;555.7022;570.59;3.367;5.22;3.822; 35.26 ;28.60;33.597
6;16;4312;4.8;9.2;4.7;9.2;284.5;106.7;56.0;425;462.3371;428.11;4.933;5.09;3.425; 33.92 ;27.91;33.248
6;17;4313;4.6;9.2;4.6;9.3;284.5;106.7;94.5;420.1;341.6788;379.28;5.267;4.73;3.544; 32.58 ;27.43;32.921
6;18;4314;4.8;9.3;4.8;9.3;0.0;106.7;98.4;348.1;201.6587;237.29;5.492;4.2;3.474; 31.24 ;27.06;32.184
6;19;4315;5.1;9.5;5.1;9.6;0.0;106.7;120.8;110.5;64.5466;74.44;4.083;3.81;3.543; 29.90 ;26.77;31.2
6;20;4316;4.9;9.8;5.0;9.8;0.0;106.7;133.9;0;0.9869;1.87;1.858;3.6;4.666; 29.80 ;26.54;30.417
6;21;4317;4.9;10.0;4.9;10.1;0.0;106.7;120.8;0;0;0;1.742;3.49;5.432; 29.70 ;26.33;29.609
6;22;4318;4.7;10.3;4.8;10.4;0.0;106.7;94.5;0;0;0;1.975;3.64;5.328; 29.60 ;26.17;28.875
6;23;4319;4.6;10.1;4.6;10.0;0.0;106.7;40.7;0;0;0;2.542;3.97;4.721; 29.50 ;26.03;28.263
6;24;4320;4.8;10.4;4.9;10.5;0.0;106.7;17.5;0;0;0;3.2;4.18;4.439; 29.40 ;25.92;27.856
6;1;4321;4.7;8.3;4.7;8.4;0.0;106.7;9.6;0;0;0;2.95;4.26;4.404; 29.30 ;25.83;27.483
6;2;4322;5.0;8.0;4.9;7.9;0.0;106.7;2.4;0;0;0;2.467;4.51;4.152; 29.20 ;25.80;27.19
6;3;4323;5.2;8.3;5.3;8.3;0.0;106.7;3.6;0;0;0;3.425;5.09;4.334; 29.10 ;26.29;27.338
6;4;4324;5.5;8.3;5.6;8.3;0.0;106.7;7.2;0;0;0;4.533;5.54;4.722; 29.00 ;27.13;27.185
6;5;4325;5.4;8.3;5.4;8.2;0.0;106.7;15.5;0;0;0;4.367;5.95;4.514; 28.90 ;28.25;26.946
6;6;4326;5.1;8.6;5.2;8.6;0.0;106.7;40.7;0;0;0;3.917;6.05;4.715; 28.80 ;29.26;26.702
6;7;4327;5.4;8.9;5.3;8.9;0.0;106.7;107.7;10.8;6.4705;6.89;4.083;6;4.825; 28.70 ;30.07;26.603
6;8;4328;5.2;9.0;5.2;9.0;0.0;106.7;182.5;108.5;85.3566;110.47;5.017;5.99;5.945; 28.60 ;30.73;27.317
6;9;4329;4.8;8.8;4.9;8.9;284.5;106.7;69.1;272.2;212.6202;260.73;6.1;5.99;6.75; 29.78 ;31.19;28.61
6;10;4330;4.8;9.0;4.8;9.0;284.5;106.7;80.2;493.1;319.051;416.79;6.025;5.91;6.459; 30.97 ;31.42;30.027
6;11;4331;4.7;9.0;4.7;9.1;284.5;106.7;67.0;727.8;424.3996;572.85;5.667;5.81;6.065; 32.15 ;31.45;31.533
6;12;4332;5.1;8.7;5.1;8.8;284.5;106.7;215.4;854;520.7607;659.5;5.358;5.78;5.675; 33.33 ;31.19;32.778
6;13;4333;5.1;9.0;5.1;9.1;284.5;106.7;308.7;873.8;590.2979;716.7;5.4;5.81;5.297; 34.52 ;30.53;33.659
6;14;4334;5.0;9.2;5.0;9.2;284.5;106.7;429.5;898.4;591.4837;704.99;4.767;5.87;4.953; 35.70 ;29.52;33.9
6;15;4335;4.9;9.4;4.9;9.4;284.5;106.7;243.9;854;523.6859;627.89;4.075;5.69;5.627; 34.76 ;28.50;34.127
6;16;4336;4.8;9.2;4.7;9.3;284.5;106.7;56.0;697.2;424.7327;467.2;5.067;5.35;5.105; 33.82 ;27.84;33.602
6;17;4337;4.6;9.2;4.5;9.1;284.5;106.7;94.5;523.7;298.2459;337.13;5.675;5.06;4.802; 32.88 ;27.38;33.037
6;18;4338;4.8;9.3;4.8;9.2;0.0;106.7;98.4;306.7;168.8638;190.52;4.533;4.91;4.458; 31.94 ;27.11;32.244
6;19;4339;5.1;9.5;5.1;9.4;0.0;106.7;120.8;109.5;52.9577;67.05;3.3;5.18;4.234; 31.00 ;26.94;31.283
6;20;4340;4.9;9.8;4.8;9.8;0.0;106.7;133.9;3.9;0.7509;2.07;2.95;5.42;4.68; 30.81 ;26.74;30.43
6;21;4341;4.9;10.0;4.8;10.1;0.0;106.7;120.8;0;0;0;2.683;5.29;5.64; 30.62 ;26.48;29.711
6;22;4342;4.7;10.3;4.7;10.3;0.0;106.7;94.5;0;0;0;3.142;5.19;5.533; 30.42 ;26.27;28.982
6;23;4343;4.6;10.1;4.6;10.0;0.0;106.7;40.7;0;0;0;3.575;5.28;5.14; 30.23 ;26.12;28.34
6;24;4344;4.8;10.4;4.8;10.4;0.0;106.7;17.5;0;0;0;4;5.24;4.926; 30.04 ;25.97;27.902
7;1;4345;4.8;12.0;4.7;12.0;0.0;103.9;9.3;0;0;0;3.258;5.21;4.774; 29.85 ;25.84;27.565
7;2;4346;5.1;11.9;5.2;12.0;0.0;103.9;2.3;0;0;0;3.242;5.11;4.742; 29.65 ;25.82;27.312
7;3;4347;5.4;12.2;5.4;12.2;0.0;103.9;3.5;0;0;0;2.733;5.33;5.146; 29.46 ;26.28;27.317
7;4;4348;5.3;12.5;5.3;12.5;0.0;103.9;7.0;0;0;0;2.667;5.81;5.453; 29.27 ;27.25;27.165
7;5;4349;5.2;12.6;5.2;12.7;0.0;103.9;15.1;0;0;0;4.092;6.11;5.25; 29.08 ;28.48;26.975
7;6;4350;4.8;12.9;4.9;12.9;0.0;103.9;39.6;0;0;0;3.783;6.08;5.212; 28.88 ;29.60;26.829
7;7;4351;4.7;12.9;4.8;12.8;0.0;103.9;104.9;7.9;6.39;6.4;4.142;6.07;5.046; 28.69 ;30.49;26.788
7;8;4352;4.8;13.1;4.7;13.1;0.0;103.9;177.8;88.8;91.559;98.07;4.317;6.11;5.651; 28.50 ;31.17;27.4
7;9;4353;5.1;12.5;5.1;12.4;277.1;103.9;67.3;195.3;227.8235;273.03;5.675;6.21;7.319; 29.67 ;31.60;28.75
7;10;4354;5.4;12.4;5.3;12.5;277.1;103.9;78.1;368.8;383.196;420.83;6.508;6.32;7.422; 30.83 ;31.72;30.092
7;11;4355;5.2;12.5;5.2;12.5;277.1;103.9;65.3;642;541.2374;599.93;7.225;6.43;7.367; 32.00 ;31.48;31.507
7;12;4356;5.5;12.6;5.5;12.6;277.1;103.9;209.7;757.4;662.1263;722.22;6.517;6.6;6.846; 33.17 ;31.00;32.715
7;13;4357;5.1;13.2;5.2;13.2;277.1;103.9;300.6;800.8;735.4066;766.43;6.325;6.75;6.636; 34.33 ;30.23;33.644
7;14;4358;4.9;12.9;4.9;12.9;277.1;103.9;418.3;812.6;753.1581;757.37;6.725;6.39;6.96; 35.50 ;29.19;34.112
7;15;4359;5.6;13.1;5.6;13.1;277.1;103.9;237.5;789;682.433;704.59;5.483;5.94;6.417; 34.90 ;28.21;34.084
7;16;4360;5.5;12.8;5.5;12.8;277.1;103.9;54.6;642;537.142;515.35;5.308;5.95;6.392; 34.30 ;27.58;33.498
7;17;4361;5.2;12.7;5.2;12.7;277.1;103.9;92.1;460.6;392.5963;358.01;5.158;6.21;6.114; 33.70 ;27.18;32.858
7;18;4362;5.2;12.7;5.2;12.6;0.0;103.9;95.9;256.4;222.4013;220.36;4.742;6.03;5.823; 33.10 ;26.89;32.26
7;19;4363;5.9;13.0;5.9;13.0;0.0;103.9;117.7;73;66.2943;80.15;4.133;6.32;5.64; 32.50 ;26.70;31.27
7;20;4364;5.9;13.2;5.8;13.2;0.0;103.9;130.4;5.9;1.0031;2.26;4.3;6.36;6.184; 32.15 ;26.48;30.198
7;21;4365;5.7;13.0;5.8;12.9;0.0;103.9;117.7;0;0;0;3.917;6.37;6.11; 31.81 ;26.25;29.257
7;22;4366;5.7;13.2;5.6;13.1;0.0;103.9;92.1;0;0;0;3.4;6.41;5.558; 31.46 ;26.07;28.575
7;23;4367;5.9;13.3;5.8;13.3;0.0;103.9;39.6;0;0;0;3.675;6.6;5.361; 31.12 ;25.93;28.065
7;24;4368;5.9;13.4;5.9;13.4;0.0;103.9;17.1;0;0;0;3.883;7.01;5.602; 30.77 ;25.88;27.694
7;1;4369;4.8;12.0;4.7;11.9;0.0;103.9;9.3;0;0;0;3.258;6.87;5.882; 30.42 ;25.79;27.395
7;2;4370;5.1;11.9;5.0;12.0;0.0;103.9;2.3;0;0;0;3.508;6.67;5.559; 30.08 ;25.71;27.131
7;3;4371;5.4;12.2;5.4;12.3;0.0;103.9;3.5;0;0;0;3.667;6.66;5.6; 29.73 ;26.12;27.086
7;4;4372;5.3;12.5;5.3;12.4;0.0;103.9;7.0;0;0;0;4.042;7;5.84; 29.38 ;27.04;26.887
7;5;4373;5.2;12.6;5.3;12.7;0.0;103.9;15.1;0;0;0;3.725;6.91;6.209; 29.04 ;28.10;26.73
7;6;4374;4.8;12.9;4.7;13.0;0.0;103.9;39.6;0;0;0;4.408;6.53;6.295; 28.69 ;29.12;26.528
7;7;4375;4.7;12.9;4.8;13.0;0.0;103.9;104.9;6.9;8.6833;6.7;4.667;6.24;6.042; 28.35 ;30.05;26.421
7;8;4376;4.8;13.1;4.7;13.1;0.0;103.9;177.8;109.5;105.0659;100.33;5.475;6.2;5.903; 28.00 ;30.84;26.93
7;9;4377;5.1;12.5;5.1;12.5;277.1;103.9;67.3;341.2;249.2859;285.44;6.442;6.17;7.802; 29.32 ;31.36;28.294
7;10;4378;5.4;12.4;5.4;12.5;277.1;103.9;78.1;541.4;415.6786;442.39;5.625;6.03;7.636; 30.63 ;31.61;29.67
7;11;4379;5.2;12.5;5.3;12.6;277.1;103.9;65.3;566.1;582.9687;511.31;6.25;5.85;7.189; 31.95 ;31.63;30.914
7;12;4380;5.5;12.6;5.4;12.7;277.1;103.9;209.7;878.7;778.0546;639.61;6.558;5.73;6.581; 33.27 ;31.42;32.077
7;13;4381;5.1;13.2;5.1;13.2;277.1;103.9;300.6;939.8;875.911;742.9;6.042;5.57;6.149; 34.58 ;30.92;32.977
7;14;4382;4.9;12.9;5.0;12.9;277.1;103.9;418.3;922.1;881.3653;710.9;5.133;5.39;5.835; 35.90 ;29.95;33.241
7;15;4383;5.6;13.1;5.5;13.0;277.1;103.9;237.5;768.2;815.3478;713.06;5.017;5.28;5.712; 35.32 ;28.81;33.299
7;16;4384;5.5;12.8;5.6;12.8;277.1;103.9;54.6;657.8;677.0529;521.95;4.792;5.42;5.491; 34.74 ;27.98;32.776
7;17;4385;5.2;12.7;5.2;12.6;277.1;103.9;92.1;476.3;506.2702;367.85;4.408;4.8;5.144; 34.16 ;27.31;32.22
7;18;4386;5.2;12.7;5.2;12.7;0.0;103.9;95.9;255.4;291.0003;196.04;4.808;4.15;4.629; 33.58 ;26.79;31.614
7;19;4387;5.9;13.0;6.0;13.1;0.0;103.9;117.7;108.5;91.5268;80.84;2.933;3.55;4.602; 33.00 ;26.37;30.828
7;20;4388;5.9;13.2;5.8;13.3;0.0;103.9;130.4;4.9;1.3765;2.07;2.058;3.22;4.811; 32.64 ;26.02;29.945
7;21;4389;5.7;13.0;5.7;13.0;0.0;103.9;117.7;0;0;0;1.592;3.21;4.805; 32.28 ;25.72;29.176
7;22;4390;5.7;13.2;5.6;13.2;0.0;103.9;92.1;0;0;0;2.142;3.54;4.687; 31.92 ;25.46;28.568
7;23;4391;5.9;13.3;5.8;13.4;0.0;103.9;39.6;0;0;0;3.317;3.66;4.61; 31.55 ;25.24;28.016
7;24;4392;5.9;13.4;5.9;13.4;0.0;103.9;17.1;0;0;0;3.458;3.69;4.435; 31.19 ;25.07;27.612
